epoch,lr,total,cls,box,center,val_total,val_cls,val_box,val_center,map50,map50_95
1,0.0,316.97335052490234,315.32840728759766,0.9770293682813644,0.6679101884365082,1314.3880081176758,1313.1543884277344,0.7270728349685669,0.5065428465604782,0.0,0.0
